,Title,Artist,Year
615,I Got You Babe,Sonny & Cher,1965
616,This Diamond Ring,Gary Lewis & the Playboys,1965
617,The 'In' Crowd,Ramsey Lewis Trio,1965
618,"Mrs. Brown, You've Got a Lovely Daughter",Herman's Hermits,1965
619,Stop! In the Name of Love,The Supremes,1965
620,Unchained Melody,The Righteous Brothers,1965
621,Silhouettes,Herman's Hermits,1965
622,I'll Never Find Another You,The Seekers,1965
623,Cara Mia,Jay and the Americans,1965
624,Mr. Tambourine Man,The Byrds,1965
625,Cast Your Fate to the Wind,Sounds Orchestral,1965
626,"Yes, I'm Ready",Barbara Mason,1965
627,What's New Pussycat?,Tom Jones,1965
628,Eve of Destruction,Barry McGuire,1965
629,Hang On Sloopy,The McCoys,1965
630,Ticket to Ride,The Beatles,1965
631,Red Roses for a Blue Lady,Bert Kaempfert,1965
632,Papa's Got a Brand New Bag,James Brown,1965
633,Game of Love,Wayne Fontana & The Mindbenders,1965
634,The Name Game,Shirley Ellis,1965
635,I Know a Place,Petula Clark,1965
636,Back in My Arms Again,The Supremes,1965
637,Baby I'm Yours,Barbara Lewis,1965
638,The Jolly Green Giant,The Kingsmen,1965
639,"Hush, Hush, Sweet Charlotte",Patti Page,1965
640,Like a Rolling Stone,Bob Dylan,1965
641,I'm Telling You Now,Freddie and the Dreamers,1965
642,Ferry Cross the Mersey,Gerry and the Pacemakers,1965
643,Just Once in My Life,The Righteous Brothers,1965
644,The Seventh Son,Johnny Rivers,1965
645,"I'm Henry the Eighth, I Am",Herman's Hermits,1965
646,A Walk in the Black Forest,Horst Jankowski,1965
647,For Your Love,The Yardbirds,1965
648,California Girls,The Beach Boys,1965
649,Go Now,The Moody Blues,1965
650,Goldfinger,Shirley Bassey,1965
651,Down in the Boondocks,Billy Joe Royal,1965
652,Baby the Rain Must Fall,Glenn Yarbrough,1965
653,Catch Us If You Can,The Dave Clark Five,1965
654,Eight Days a Week,The Beatles,1965
655,Just a Little,The Beau Brummels,1965
656,You Turn Me On,Ian Whitcomb,1965
657,I'll Be Doggone,Marvin Gaye,1965
658,Save Your Heart for Me,Gary Lewis & the Playboys,1965
659,Tired of Waiting for You,The Kinks,1965
660,Count Me In,Gary Lewis & the Playboys,1965
661,All Day and All of the Night,The Kinks,1965
662,What the World Needs Now Is Love,Jackie DeShannon,1965
663,It's Not Unusual,Tom Jones,1965
664,She's About a Mover,Sir Douglas Quintet,1965
665,Shake,Sam Cooke,1965
666,Wonderful World,Herman's Hermits,1965
667,Nowhere to Run,Martha and the Vandellas,1965
668,Heart Full of Soul,The Yardbirds,1965
669,Love Potion No. 9,The Searchers,1965
670,Laurie (Strange Things Happen),Dickey Lee,1965
671,Baby Don't Go,Sonny & Cher,1965
672,It Ain't Me Babe,The Turtles,1965
673,Tell Her No,The Zombies,1965
674,I Go to Pieces,Peter and Gordon,1965
675,Red Roses for a Blue Lady,Vic Dana,1965
676,Don't Just Stand There,Patty Duke,1965
677,The Tracks of My Tears,The Miracles,1965
678,Too Many Rivers,Brenda Lee,1965
679,I Like It Like That,The Dave Clark Five,1965
680,Little Things,Bobby Goldsboro,1965
681,True Love Ways,Peter and Gordon,1965
682,It's the Same Old Song,Four Tops,1965
683,You've Got Your Troubles,The Fortunes,1965
684,Hold What You've Got,Joe Tex,1965
685,We Gotta Get Out of This Place,The Animals,1965
686,"Laugh, Laugh",The Beau Brummels,1965
687,The Last Time,The Rolling Stones,1965
688,Do You Believe in Magic,The Lovin' Spoonful,1965
689,All I Really Want to Do,Cher,1965
690,Take Me Back,Little Anthony and the Imperials,1965
691,I Want Candy,The Strangeloves,1965
692,Ooo Baby Baby,The Miracles,1965
693,Laugh at Me,Sonny,1965
694,Treat Her Right,Roy Head,1965
695,The Race Is On,Jack Jones,1965
696,I'm a Fool,"Dino, Desi & Billy",1965
697,The Boy from New York City,The Ad Libs,1965
698,Keep Searchin' (We'll Follow the Sun),Del Shannon,1965
699,How Sweet It Is (To Be Loved by You),Marvin Gaye,1965
700,California Dreamin',The Mamas & the Papas,1966
701,96 Tears,? and the Mysterians,1966
702,What Becomes of the Brokenhearted,Jimmy Ruffin,1966
703,Last Train to Clarksville,The Monkees,1966
704,Reach Out I'll Be There,Four Tops,1966
705,These Boots Are Made for Walkin',Nancy Sinatra,1966
706,Cherish,The Association,1966
707,Strangers in the Night,Frank Sinatra,1966
708,Kicks,Paul Revere & the Raiders,1966
709,The Ballad of the Green Berets,SSgt Barry Sadler,1966
710,Good Lovin',The Young Rascals,1966
711,(You're My) Soul and Inspiration,The Righteous Brothers,1966
712,You Can't Hurry Love,The Supremes,1966
713,Sunny,Bobby Hebb,1966
714,See You in September,The Happenings,1966
715,Li'l Red Riding Hood,Sam the Sham and the Pharaohs,1966
716,Lightnin' Strikes,Lou Christie,1966
717,Poor Side of Town,Johnny Rivers,1966
718,Working in the Coal Mine,Lee Dorsey,1966
719,A Groovy Kind of Love,The Mindbenders,1966
720,You Don't Have to Say You Love Me,Dusty Springfield,1966
721,Sunshine Superman,Donovan,1966
722,Born a Woman,Sandy Posey,1966
723,"Monday, Monday",The Mamas & the Papas,1966
724,Red Rubber Ball,The Cyrkle,1966
725,Born Free,Roger Williams,1966
726,Walk Away Renée,The Left Banke,1966
727,Cool Jerk,The Capitols,1966
728,B-A-B-Y,Carla Thomas,1966
729,Hanky Panky,Tommy James and the Shondells,1966
730,When a Man Loves a Woman,Percy Sledge,1966
731,Time Won't Let Me,The Outsiders,1966
732,Bus Stop,The Hollies,1966
733,Paint It Black,The Rolling Stones,1966
734,Summer in the City,The Lovin' Spoonful,1966
735,I'm So Lonesome I Could Cry,B. J. Thomas & the Triumphs,1966
736,My Love,Petula Clark,1966
737,Daydream,The Lovin' Spoonful,1966
738,Ain't Too Proud to Beg,The Temptations,1966
739,Wild Thing,The Troggs,1966
740,Elusive Butterfly,Bob Lind,1966
741,I Am a Rock,Simon & Garfunkel,1966
742,Dirty Water,The Standells,1966
743,Hooray for Hazel,Tommy Roe,1966
744,Crying Time,Ray Charles,1966
745,Sweet Pea,Tommy Roe,1966
746,Secret Agent Man,Johnny Rivers,1966
747,Did You Ever Have to Make Up Your Mind?,The Lovin' Spoonful,1966
748,We Can Work It Out,The Beatles,1966
749,Homeward Bound,Simon & Garfunkel,1966
750,Uptight (Everything's Alright),Stevie Wonder,1966
751,Bang Bang (My Baby Shot Me Down),Cher,1966
752,Sloop John B,The Beach Boys,1966
753,19th Nervous Breakdown,The Rolling Stones,1966
754,Wipe Out,The Surfaris,1966
755,Psychotic Reaction,Count Five,1966
756,Paperback Writer,The Beatles,1966
757,Beauty Is Only Skin Deep,The Temptations,1966
758,No Matter What Shape (Your Stomach's In),The T-Bones,1966
759,Barefootin',Robert Parker,1966
760,Just Like Me,Paul Revere & the Raiders,1966
761,Love Makes the World Go Round,Deon Jackson,1966
762,The Pied Piper,Crispian St. Peters,1966
763,Somewhere My Love,Ray Conniff Singers,1966
764,Almost Persuaded,David Houston,1966
765,If I Were a Carpenter,Bobby Darin,1966
766,Don't Mess with Bill,The Marvelettes,1966
767,"Cherry, Cherry",Neil Diamond,1966
768,Message to Michael,Dionne Warwick,1966
769,Love Is a Hurtin' Thing,Lou Rawls,1966
770,Gloria,The Shadows of Knight,1966
771,My World Is Empty Without You,The Supremes,1966
772,Barbara Ann,The Beach Boys,1966
773,Rainy Day Women #12 & 35,Bob Dylan,1966
774,Guantanamera,The Sandpipers,1966
775,I'm Your Puppet,James & Bobby Purify,1966
776,Land of 1000 Dances,Wilson Pickett,1966
777,Oh How Happy,The Shades of Blue,1966
778,Woman,Peter and Gordon,1966
779,You Baby,The Turtles,1966
780,Sweet Talkin' Guy,The Chiffons,1966
781,Five O'Clock World,The Vogues,1966
782,Black Is Black,Los Bravos,1966
783,Nowhere Man,The Beatles,1966
784,Dandy,Herman's Hermits,1966
785,Baby Scratch My Back,Slim Harpo,1966
786,She's Just My Style,Gary Lewis & the Playboys,1966
787,The More I See You,Chris Montez,1966
788,I Fought the Law,The Bobby Fuller Four,1966
789,Yellow Submarine,The Beatles,1966
790,Hungry,Paul Revere & the Raiders,1966
791,Zorba the Greek,Herb Alpert and the Tijuana Brass,1966
792,Shapes of Things,The Yardbirds,1966
793,Along Comes Mary,The Association,1966
794,"634-5789 (Soulsville, U.S.A.)",Wilson Pickett,1966
795,"Devil with a Blue Dress On/Good Golly, Miss Molly",Mitch Ryder & The Detroit Wheels,1966
796,Wouldn't It Be Nice,The Beach Boys,1966
797,This Old Heart of Mine,The Isley Brothers,1966
798,Green Grass,Gary Lewis & the Playboys,1966
799,A Well Respected Man,The Kinks,1966
800,To Sir With Love,Lulu,1967
801,The Letter,The Box Tops,1967
802,Ode to Billie Joe,Bobbie Gentry,1967
803,Windy,The Association,1967
804,I'm a Believer,The Monkees,1967
805,Light My Fire,The Doors,1967
806,Somethin' Stupid,Frank & Nancy Sinatra,1967
807,Happy Together,The Turtles,1967
808,Groovin',The Young Rascals,1967
809,Can't Take My Eyes Off You,Frankie Valli,1967
810,Little Bit O' Soul,The Music Explosion,1967
811,I Think We're Alone Now,Tommy James and the Shondells,1967
812,Respect,Aretha Franklin,1967
813,I Was Made to Love Her,Stevie Wonder,1967
814,Come Back When You Grow Up,Bobby Vee,1967
815,Kind of a Drag,The Buckinghams,1967
816,Sweet Soul Music,Arthur Conley,1967
817,Expressway to Your Heart,Soul Survivors,1967
818,Soul Man,Sam & Dave,1967
819,Never My Love,The Association,1967
820,"Apples, Peaches, Pumpkin Pie",Jay & the Techniques,1967
821,Come On Down to My Boat,Every Mother's Son,1967
822,Incense and Peppermints,Strawberry Alarm Clock,1967
823,Ruby Tuesday,The Rolling Stones,1967
824,It Must Be Him,Vikki Carr,1967
825,Love Is Here and Now You're Gone,The Supremes,1967
826,For What It's Worth,Buffalo Springfield,1967
827,Gimme Little Sign,Brenton Wood,1967
828,The Happening,The Supremes,1967
829,All You Need Is Love,The Beatles,1967
830,Release Me,Engelbert Humperdinck,1967
831,Your Precious Love,Marvin Gaye & Tammi Terrell,1967
832,Somebody to Love,Jefferson Airplane,1967
833,Get on Up,The Esquires,1967
834,Brown Eyed Girl,Van Morrison,1967
835,Jimmy Mack,Martha and the Vandellas,1967
836,I Got Rhythm,The Happenings,1967
837,A Whiter Shade of Pale,Procol Harum,1967
838,Don't You Care,The Buckinghams,1967
839,Then You Can Tell Me Goodbye,The Casinos,1967
840,Reflections,The Supremes,1967
841,On a Carousel,The Hollies,1967
842,Please Love Me Forever,Bobby Vinton,1967
843,Alfie,Dionne Warwick,1967
844,Silence Is Golden,The Tremeloes,1967
845,My Cup Runneth Over,Ed Ames,1967
846,"Up, Up and Away",The 5th Dimension,1967
847,San Francisco (Be Sure to Wear Flowers in Your Hair),Scott McKenzie,1967
848,"The Rain, the Park & Other Things",The Cowsills,1967
849,There's a Kind of Hush,Herman's Hermits,1967
850,"Mercy, Mercy, Mercy",The Buckinghams,1967
851,This Is My Song,Petula Clark,1967
852,(Your Love Keeps Lifting Me) Higher and Higher,Jackie Wilson,1967
853,I've Been Lonely Too Long,The Young Rascals,1967
854,Penny Lane,The Beatles,1967
855,You're My Everything,The Temptations,1967
856,Georgy Girl,The Seekers,1967
857,Western Union,Five Americans,1967
858,Baby I Love You,Aretha Franklin,1967
859,"A Little Bit Me, a Little Bit You",The Monkees,1967
860,California Nights,Lesley Gore,1967
861,Dedicated to the One I Love,The Mamas & the Papas,1967
862,How Can I Be Sure,The Young Rascals,1967
863,Carrie Anne,The Hollies,1967
864,(We Ain't Got) Nothin' Yet,Blues Magoos,1967
865,Friday on My Mind,The Easybeats,1967
866,Soul Finger,Bar-Kays,1967
867,Gimme Some Lovin',The Spencer Davis Group,1967
868,Let It Out (Let It All Hang Out),The Hombres,1967
869,Let's Live for Today,The Grass Roots,1967
870,Close Your Eyes,Peaches & Herb,1967
871,Groovin',Booker T. & the M.G.'s,1967
872,Funky Broadway,Wilson Pickett,1967
873,Pleasant Valley Sunday,The Monkees,1967
874,I Never Loved a Man (The Way I Love You),Aretha Franklin,1967
875,Tell It Like It Is,Aaron Neville,1967
876,Cold Sweat,James Brown,1967
877,She'd Rather Be with Me,The Turtles,1967
878,98.6,Keith,1967
879,Here We Go Again,Ray Charles,1967
880,White Rabbit,Jefferson Airplane,1967
881,Bernadette,Four Tops,1967
882,The Beat Goes On,Sonny & Cher,1967
883,Snoopy Vs. The Red Baron,The Royal Guardsmen,1967
884,Society's Child,Janis Ian,1967
885,"Girl, You'll Be a Woman Soon",Neil Diamond,1967
886,Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell,1967
887,I Take It Back,Sandy Posey,1967
888,Here Comes My Baby,The Tremeloes,1967
889,Everlasting Love,Robert Knight,1967
890,I Dig Rock and Roll Music,"Peter, Paul and Mary",1967
891,"Little Ole Man (Uptight, Everything's Alright)",Bill Cosby,1967
892,I Had Too Much to Dream (Last Night),The Electric Prunes,1967
893,Daydream Believer,The Monkees,1967
894,Baby I Need Your Lovin',Johnny Rivers,1967
895,I Can See for Miles,The Who,1967
896,Mirage,Tommy James and the Shondells,1967
897,"Green, Green Grass of Home",Tom Jones,1967
898,Don't Sleep in the Subway,Petula Clark,1967
899,Thank the Lord for the Night Time,Neil Diamond,1967
900,Hey Jude,The Beatles,1968
901,Love is Blue,Paul Mauriat,1968
902,Honey,Bobby Goldsboro,1968
903,(Sittin' On) The Dock of the Bay,Otis Redding,1968
904,People Got to Be Free,The Rascals,1968
905,Sunshine of Your Love,Cream,1968
906,This Guy's in Love with You,Herb Alpert,1968
907,"The Good, the Bad and the Ugly",Hugo Montenegro,1968
908,Mrs. Robinson,Simon & Garfunkel,1968
909,Tighten Up,Archie Bell & the Drells,1968
910,Harper Valley PTA,Jeannie C. Riley,1968
911,Little Green Apples,O. C. Smith,1968
912,Mony Mony,Tommy James and the Shondells,1968
913,"Hello, I Love You",The Doors,1968
914,Young Girl,Gary Puckett & The Union Gap,1968
915,Cry Like a Baby,The Box Tops,1968
916,Stoned Soul Picnic,The 5th Dimension,1968
917,Grazing in the Grass,Hugh Masekela,1968
918,Midnight Confessions,The Grass Roots,1968
919,Dance to the Music,Sly and the Family Stone,1968
920,The Horse,Cliff Nobles,1968
921,I Wish It Would Rain,The Temptations,1968
922,La-La (Means I Love You),The Delfonics,1968
923,"Turn Around, Look at Me",The Vogues,1968
924,Judy in Disguise (With Glasses),John Fred & His Playboy Band,1968
925,Spooky,Classics IV,1968
926,Love Child,The Supremes,1968
927,Angel of the Morning,Merrilee Rush,1968
928,The Ballad of Bonnie and Clyde,Georgie Fame,1968
929,Those Were the Days,Mary Hopkin,1968
930,Born to Be Wild,Steppenwolf,1968
931,Cowboys to Girls,The Intruders,1968
932,Simon Says,1910 Fruitgum Company,1968
933,Lady Willpower,Gary Puckett & The Union Gap,1968
934,A Beautiful Morning,The Rascals,1968
935,The Look of Love,Sérgio Mendes & Brasil '66,1968
936,Hold Me Tight,Johnny Nash,1968
937,Yummy Yummy Yummy,Ohio Express,1968
938,Fire,The Crazy World of Arthur Brown,1968
939,Love Is All Around,The Troggs,1968
940,Playboy,Gene & Debbe,1968
941,(Theme from) Valley of the Dolls,Dionne Warwick,1968
942,Classical Gas,Mason Williams,1968
943,Slip Away,Clarence Carter,1968
944,Girl Watcher,The O'Kaysions,1968
945,(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin,1968
946,Green Tambourine,The Lemon Pipers,1968
947,"1, 2, 3, Red Light",1910 Fruitgum Company,1968
948,Reach Out of the Darkness,Friend & Lover,1968
949,Jumpin' Jack Flash,The Rolling Stones,1968
950,MacArthur Park,Richard Harris,1968
951,Light My Fire,José Feliciano,1968
952,I Love You,People!,1968
953,Take Time to Know Her,Percy Sledge,1968
954,Pictures of Matchstick Men,Status Quo,1968
955,Summertime Blues,Blue Cheer,1968
956,Ain't Nothing Like the Real Thing,Marvin Gaye & Tammi Terrell,1968
957,I Got the Feelin',James Brown,1968
958,I've Gotta Get a Message to You,The Bee Gees,1968
959,Lady Madonna,The Beatles,1968
960,Hurdy Gurdy Man,Donovan,1968
961,Magic Carpet Ride,Steppenwolf,1968
962,Bottle of Wine,The Fireballs,1968
963,Stay in My Corner,The Dells,1968
964,Soul Serenade,Willie Mitchell,1968
965,Delilah,Tom Jones,1968
966,Nobody but Me,The Human Beinz,1968
967,I Thank You,Sam & Dave,1968
968,The Fool on the Hill,Sérgio Mendes & Brasil '66,1968
969,Sky Pilot,The Animals,1968
970,Indian Lake,The Cowsills,1968
971,I Wonder What She's Doing Tonight,Tommy Boyce & Bobby Hart,1968
972,Over You,Gary Puckett & The Union Gap,1968
973,Goin' Out of My Head/Can't Take My Eyes Off You,The Lettermen,1968
974,Shoo-Be-Doo-Be-Doo-Da-Day,Stevie Wonder,1968
975,The Unicorn,The Irish Rovers,1968
976,You Keep Me Hangin' On,Vanilla Fudge,1968
977,Revolution,The Beatles,1968
978,"Woman, Woman",Gary Puckett & The Union Gap,1968
979,Elenore,The Turtles,1968
980,White Room,Cream,1968
981,You're All I Need to Get By,Marvin Gaye & Tammi Terrell,1968
982,"Baby, Now That I've Found You",The Foundations,1968
983,Sweet Inspiration,The Sweet Inspirations,1968
984,If You Can Want,Smokey Robinson and the Miracles,1968
985,Cab Driver,The Mills Brothers,1968
986,Time Has Come Today,The Chambers Brothers,1968
987,Do You Know the Way to San Jose,Dionne Warwick,1968
988,Scarborough Fair,Simon & Garfunkel,1968
989,Say It Loud – I'm Black and I'm Proud,James Brown,1968
990,The Mighty Quinn,Manfred Mann,1968
991,Here Comes the Judge,Shorty Long,1968
992,I Say a Little Prayer,Aretha Franklin,1968
993,Think,Aretha Franklin,1968
994,Sealed with a Kiss,Gary Lewis & the Playboys,1968
995,Piece of My Heart,Big Brother and the Holding Company,1968
996,Suzie Q.,Creedence Clearwater Revival,1968
997,"Bend Me, Shape Me",The American Breed,1968
998,"Hey, Western Union Man",Jerry Butler,1968
999,Never Give You Up,Jerry Butler,1968
1000,"Sugar, Sugar",The Archies,1969
1001,Aquarius/Let the Sunshine In,The 5th Dimension,1969
1002,I Can't Get Next to You,The Temptations,1969
1003,Honky Tonk Women,The Rolling Stones,1969
1004,Everyday People,Sly and the Family Stone,1969
1005,Dizzy,Tommy Roe,1969
1006,Hot Fun in the Summertime,Sly and the Family Stone,1969
1007,I'll Never Fall in Love Again,Tom Jones,1969
1008,Build Me Up Buttercup,The Foundations,1969
1009,Crimson and Clover,Tommy James and the Shondells,1969
1010,One,Three Dog Night,1969
1011,Crystal Blue Persuasion,Tommy James and the Shondells,1969
1012,Hair,The Cowsills,1969
1013,Too Busy Thinking About My Baby,Marvin Gaye,1969
1014,Love Theme from Romeo and Juliet,Henry Mancini,1969
1015,Get Together,The Youngbloods,1969
1016,Grazing in the Grass,The Friends of Distinction,1969
1017,Suspicious Minds,Elvis Presley,1969
1018,Proud Mary,Creedence Clearwater Revival,1969
1019,What Does It Take (To Win Your Love),Jr. Walker & The All Stars,1969
1020,It's Your Thing,The Isley Brothers,1969
1021,Sweet Caroline,Neil Diamond,1969
1022,Jean,Oliver,1969
1023,Bad Moon Rising,Creedence Clearwater Revival,1969
1024,Get Back,The Beatles with Billy Preston,1969
1025,In the Year 2525,Zager & Evans,1969
1026,Spinning Wheel,"Blood, Sweat & Tears",1969
1027,"Baby, I Love You",Andy Kim,1969
1028,Going in Circles,The Friends of Distinction,1969
1029,Hurt So Bad,The Lettermen,1969
1030,Green River,Creedence Clearwater Revival,1969
1031,My Cherie Amour,Stevie Wonder,1969
1032,Easy to Be Hard,Three Dog Night,1969
1033,Baby It's You,Smith,1969
1034,In the Ghetto,Elvis Presley,1969
1035,A Boy Named Sue,Johnny Cash,1969
1036,"Baby, Baby Don't Cry",The Miracles,1969
1037,Only the Strong Survive,Jerry Butler,1969
1038,Time of the Season,The Zombies,1969
1039,Wedding Bell Blues,The 5th Dimension,1969
1040,Little Woman,Bobby Sherman,1969
1041,Love (Can Make You Happy),Mercy,1969
1042,Good Morning Starshine,Oliver,1969
1043,These Eyes,The Guess Who,1969
1044,You've Made Me So Very Happy,"Blood, Sweat & Tears",1969
1045,Put a Little Love in Your Heart,Jackie DeShannon,1969
1046,Do Your Thing,Charles Wright & the Watts 103rd Street Rhythm Band,1969
1047,I'd Wait a Million Years,The Grass Roots,1969
1048,Touch Me,The Doors,1969
1049,More Today Than Yesterday,Spiral Starecase,1969
1050,I've Gotta Be Me,Sammy Davis Jr.,1969
1051,Lay Lady Lay,Bob Dylan,1969
1052,Atlantis,Donovan,1969
1053,Traces,Classics IV,1969
1054,It's Getting Better,"""Mama"" Cass Elliot",1969
1055,This Magic Moment,Jay and the Americans,1969
1056,"Runaway Child, Running Wild",The Temptations,1969
1057,Hawaii Five-O,The Ventures,1969
1058,Galveston,Glen Campbell,1969
1059,I'm Gonna Make You Mine,Lou Christie,1969
